Firm ID,Firm Name,GP or LP,Firm Type,Firm Country,Firm Region,ESG Status,ESG Policy Date Established,Impact Investing,ESG Status Date Established,General Policy Applied to Asset Classes,Asset class specific Policy,Asset class specific Policy 2,Asset class specific Policy 3,Socially Responsible Investment,ESG Policy URL,Additional Information,Active On Pro,Internal note date,Internal note update type,Internal note note type,Asia Investor Group on Climate Change,Asian Corporate Governance Association,Australian Council of Superannuation Investors,Carbon Disclosure Project (Formerly),Ceres,Climate Action 100+,Council of Institutional Investors,ESG Research Austrailia,Eumedion,Eurosif,FAIRR,Global Impact Investing Network,Global Real Estate Sustainability Benchmark – Infrastructure,Global Real Estate Sustainability Benchmark – Real Estate,IFC Operating Principles for Impact Management,Institutional Investors Group on Climate Change,Interfaith Center on Corporate Responsibility,International Corporate Governance Network,Invest Europe Responsible Investment Roundtable,Investor Group on Climate Change,Local Authority Pension Fund Forum,Principles for Responsible Investment (PRI),Responsible Investment Association (RIA),Responsible Investment Association Australia,Sustainability Accounting Standards Board,Task Force on Climate-related Financial Disclosures,UK Sustainable Investment and Finance Association,United Nations Environment Programme Finance Initiative,United Nations Global Compact,US SIF,ESG Sub Policies Type,ESG Sub Policies Date,ESG Sub Policies Policy Link,Sub Policy 2,Sub Policy 3,Dupes?
107779,Falcon Money Management,GP,Fund of Hedge Funds Manager,UK,West Europe,Considering,,No,,HF,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107801,TY Danjuma Family Office,LP,Family Office - Single,UK,West Europe,Yes,,Unknown,,"PE, RE, PD",N/A,,,,,https://www.tyd-fo.co.uk/investment-management/,"PE, HF, RE, INF, PD, NR",43740,Full Update,Survey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107801,TY Danjuma Family Office,GP,Family Office - Single,UK,West Europe,Yes,,,,"PE, RE, PD",N/A,,,Yes - Sole focus,http://www.ietp.com/sites/default/files/plaquetteESG_UK_2018_fiches_HD_v3.pdf,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107809,North Sea Capital,LP,Private Equity Fund of Funds Manager,Denmark,Nordic,Yes,,No,,"PE, PD, VC",N/A,,,,,North Sea Capital is a signatory to the Principles for Responsible Investment (PRI). ,"PE, PD, VC",43692,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107809,North Sea Capital,GP,Private Equity Fund of Funds Manager,Denmark,Nordic,Yes,,No,,"PE, PD, VC",N/A,,,,https://www.hyperion.com.au/wp-content/uploads/2019/03/Hyperion-ESG-Policy-2018.pdf,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108631,Astorius Capital,LP,Private Equity Fund of Funds Manager,Germany,West Europe,No,,No,,"PE, PD",N/A,,,No,,,"PE, PD",43710,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108631,Astorius Capital,GP,Private Equity Fund of Funds Manager,Germany,West Europe,No,,No,,"PE, PD",N/A,,,,,,"PE,PD,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109124,First Analysis,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,No,,"First Analysis does incorporate ESG in its hedge fund investments but does via private equity. It established the first private equity fund dedicated to the environmental sector, the Environmental Venture Fund, in 1987.", HF,43698,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109124,First Analysis,GP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,Yes - Bespoke investment arm/funds,https://www.oldmutual.co.za/docs/default-source/corporate/products-services/employee-benefits/retirement-investments/guaranteed-investments/responsible-investing/omcresponsibleinvest.pdf?sfvrsn=2,"Old Mutual is the parent company of Old Mutual Multi-Managers. Old Mutual is a a signatory to Principles for Responsible Investment (PRI). Old Mutual addressed ESG incorporation into listed equity, fixed income, private equity, property, money market instruments, infrastructure and hedge funds.",HF,43696,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109400,Sapphire Management,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,No,,, HF,43711,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109400,Sapphire Management,GP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,Yes - Sole focus,https://www.trilincglobal.com/process/investment-process/esg-screening/,,PD,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112091,DEX Capital Gestão de Recursos,LP,Fund of Hedge Funds Manager,Brazil,South America,No,,No,,HF,N/A,,,,,, HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112091,DEX Capital Gestão de Recursos,GP,Fund of Hedge Funds Manager,Brazil,South America,No,,No,,HF,N/A,,,No,,"First Analysis does incorporate ESG in its hedge fund investments but does via private equity. It established the first private equity fund dedicated to the environmental sector, the Environmental Venture Fund, in 1987.",HF,43698,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114391,Obviam,LP,Private Equity Fund of Funds Manager,Switzerland,West Europe,Yes,,Yes,43070,"PE, INF, PD, NR, VC",N/A,,,Yes,https://www.obviam.ch/fileadmin/user_upload/pdf_docs/obviam_s_approach_to_responsible_investment_design.pdf,,"PE, INF, PD, NR, VC",43712,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114391,Obviam,GP,Private Equity Fund of Funds Manager,Switzerland,West Europe,Yes,,Yes - Sole focus,,"PE, INF, PD, NR, VC",N/A,,,Yes - Bespoke investment arm/funds,,"Generic ESG content can be found here: http://www.insitorpartners.com/our-fund.htm#how_we_invest.

Evidences of impact investing are seen here: 1) http://www.insitorpartners.com/our-fund.htm and 2) http://www.insitorpartners.com/news-24/lessons-learned-from-impact-investing-in-asia-insitor-partners.html.","PE,PD,VC",,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114477,EBRD,LP,Private Equity Fund of Funds Manager,UK,West Europe,Yes,,Yes,,"PE, PD, VC",N/A,,,Yes,https://www.ebrd.com/news/publications/policies/environmental-and-social-policy-esp.html,,"PE, PD, VC",43713,Full Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114477,EBRD,GP,Private Equity Fund of Funds Manager,UK,West Europe,Unknown,,Yes - Sole focus,,"PE, PD, VC",N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114559,Commenda Private Equity,LP,Private Equity Fund of Funds Manager,Austria,West Europe,No,,No,,PE,N/A,,,No,,,PE,43726,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114559,Commenda Private Equity,GP,Private Equity Fund of Funds Manager,Austria,West Europe,No,,No,,PE,N/A,,,,https://www.vontobel.com/en-ch/asset-management/equities/thematic-investing-boutique/sustainability/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115930,CDP Investimenti,LP,Real Estate Fund of Funds Manager,Italy,West Europe,No,,No,,RE,N/A,,,No,,, RE,43724,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115930,CDP Investimenti,GP,Real Estate Fund of Funds Manager,Italy,West Europe,No,,No,,RE,N/A,,,,,,HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116061,ABN AMRO Bank N.V.,LP,Investment Bank,Netherlands,West Europe,Yes,,No,,PE,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
116061,ABN AMRO Bank N.V.,GP,Investment Bank,Netherlands,West Europe,Yes,,,,PE,N/A,,,,https://www.cdlsustainability.com/corporate-policies-and-esg-commitments/,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116854,Sustainable Insight Capital Management,LP,Asset Manager,US,North America,Yes,,No,,,N/A,,,,,"Imported from script in a initial load. Please, review it. Once done remove this comment.",,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
116854,Sustainable Insight Capital Management,GP,Asset Manager,US,North America,Yes,,,,,N/A,,,,https://www.bluebay.com/globalassets/documents/esg-investment-risk-policy.pdf,,"PE,PD",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117426,Bpifrance Investissement,LP,Private Equity Fund of Funds Manager,France,West Europe,Yes,,No,,"PE, VC",N/A,,,Yes,https://www.bpifrance.fr/content/download/3609/47203/version/2/file/D%C3%A9marche%20Bpifrance%20Investissement%20responsable-.pdf,Bpifrance Investissement incorporates ESG in private equity and listed equity investments.,"PE, VC",43714,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117426,Bpifrance Investissement,GP,Private Equity Fund of Funds Manager,France,West Europe,Yes,,,,"PE, VC",N/A,,,,,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119059,Oppenheimer Asset Management,LP,Fund of Hedge Funds Manager,US,North America,Yes,,No,,HF,N/A,,,,,, HF,43734,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119059,Oppenheimer Asset Management,GP,Fund of Hedge Funds Manager,US,North America,Yes,,No,,HF,N/A,,,No,,,RE,43724,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120720,LumX Asset Management,LP,Hybrid Fund of Funds Manager,Switzerland,West Europe,No,,No,,PE,N/A,,,No,,,PE,43724,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120720,LumX Asset Management,GP,Hybrid Fund of Funds Manager,Switzerland,West Europe,No,,No,,PE,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121130,Hermes Infrastructure,LP,Infrastructure Fund of Funds Manager,UK,West Europe,Yes,,No - may consider,43131,INF,N/A,,,Yes,https://www.hermes-investment.com/ukw/wp-content/uploads/sites/80/2017/07/Hermes-Delivering-Holistic-Returns.pdf,, INF,43724,Partial Update,N/A,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
121130,Hermes Infrastructure,GP,Infrastructure Fund of Funds Manager,UK,West Europe,Yes,,No,43131,INF,N/A,,,No,,,HF,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
121879,Mercer Private Markets,LP,Infrastructure Fund of Funds Manager,Switzerland,West Europe,Yes,,No,,"INF, NR",N/A,,,,,Mercer Private Markets parent company Mercer incorporates ESG in its investments. Mercer has been incorporated sustainable investing since 2004 and is a signatory of the Principles for Responsible Investment (PRI) and Institutional Investors Group on Climate Change.," INF, NR",43689,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121879,Mercer Private Markets,GP,Infrastructure Fund of Funds Manager,Switzerland,West Europe,Yes,,No,,"INF, NR",N/A,,,,https://www.la-francaise.com/fileadmin/docs/CharteInvestissementResponsableLaFrancaiseFR.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122015,Obligo Investment Management,LP,Private Equity Fund of Funds Manager,Norway,Nordic,Yes,43546,No,,PE,N/A,,,,,,PE,43741,Partial Update,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122015,Obligo Investment Management,GP,Private Equity Fund of Funds Manager,Norway,Nordic,Yes,,Unknown,,PE,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122505,Spectra Investments,LP,Private Equity Fund of Funds Manager,Brazil,South America,No,,No,,"PE, VC",N/A,,,No,,"As of October 2019, Spectra Investments offers ESG compliant investment opportunities on an ad hoc basis. ","PE, PD, VC",43731,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122505,Spectra Investments,GP,Private Equity Fund of Funds Manager,Brazil,South America,No,,No,,"PE, VC",N/A,,,,https://www.makalani.co.za/responsible-investor/,,"PE,PD,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122520,AB,LP,Fund of Hedge Funds Manager,US,North America,Yes,,Unknown,,HF,N/A,,,Unknown,https://www.alliancebernstein.com/corporate/our-firm/resources/pdf/embracing_responsible_investing.pdf,, HF,43735,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122520,AB,GP,Fund of Hedge Funds Manager,US,North America,Yes,,Unknown,,HF,N/A,,,,https://www.rescap.com/wp-content/uploads/2018/03/RCL-Responsible-Investment-Policy-2018-website.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123010,Quantium Capital,LP,Fund of Hedge Funds Manager,Cayman Islands,North America,No,,No,,HF,N/A,,,No,,, HF,43759,Full Update,Email Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123010,Quantium Capital,GP,Fund of Hedge Funds Manager,Cayman Islands,North America,No,,No,,HF,N/A,,,,https://www.ethenea.com/media/1418/responsibleinvestmentpolicy.pdf,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123336,Waldman Capital Management,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,43697,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123336,Waldman Capital Management,GP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,,PD,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
124767,EEA Fund Management,LP,Fund of Hedge Funds Manager,UK,West Europe,Considering,,No - may consider,,HF,N/A,,,No - may consider,,, HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
124767,EEA Fund Management,GP,Fund of Hedge Funds Manager,UK,West Europe,Considering,,Consider as part of general strategy,,HF,N/A,,,,,,PE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
128273,SwanCap Partners,LP,Private Equity Fund of Funds Manager,Germany,West Europe,Yes,,No,,"PE, VC",N/A,,,,,SwanCap Partners has shown a commitment to ESG factors as a signatory to Principles for Responsible Investment (PRI).,"PE, VC",43704,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
128273,SwanCap Partners,GP,Private Equity Fund of Funds Manager,Germany,West Europe,Yes,,,,"PE, VC",N/A,,,No,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130409,Chinus Asset Management,LP,Fund of Hedge Funds Manager,US,North America,No,,No - may consider,,HF,N/A,,,No - may consider,,"Chinut Asset Management does not comply with the ESG Ethos but is open to opportunities which could include ESG practices. Moreover, some of the firm's underlying Managers are already actively engaged in ESG practices. ", HF,43760,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130409,Chinus Asset Management,GP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,,PE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133635,Global Selection SGR SpA,LP,Fund of Hedge Funds Manager,Italy,West Europe,No,,No,,HF,N/A,,,,,, HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133635,Global Selection SGR SpA,GP,Fund of Hedge Funds Manager,Italy,West Europe,No,,No,,HF,N/A,,,,https://www.walterscott.com/documents/10184/0/ESG+Policy.pdf,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
134310,Bolster Investment Partners,LP,Private Equity Firm,Netherlands,West Europe,Unknown,,Yes,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
134310,Bolster Investment Partners,GP,Private Equity Firm,Netherlands,West Europe,Unknown,,Consider as part of general strategy,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,,https://coeli.com/our-funds/responsible-investments/,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
135640,Qatar Abu Dhabi Investment Company,LP,Private Equity Fund of Funds Manager,Qatar,Middle East,No,,No,,"PE, PD, NR",N/A,,,No,,,"PE, PD, NR",43724,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
135640,Qatar Abu Dhabi Investment Company,GP,Private Equity Fund of Funds Manager,Qatar,Middle East,No,,No,,"PE, PD, NR",N/A,,,,https://www.albrightcapital.com/philosophy,,"PE,PD",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
136496,AXA Venture Partners,LP,Private Equity Fund of Funds Manager,France,West Europe,Yes,,Yes,,"PE, VC",N/A,,,Yes,https://www.axa-im.com/documents/20195/607489/AXA+IM+RI+Policy+ENG+Final+Version.pdf/e4c4eed2-bea2-c986-84be-5d671dbcb308,"AXA Investment Managers is a signatory of Principles for Responsible Investment (PRI), Task Force on Climate-related Financial Disclosures, Global Impact Investing Network and IFC Operating Principles for Impact Management. It incorporated ESG into its listed equity, fixed income, property, private equity, infrastructure and money market instruments. AXA Investment Managers does not incorporate ESG into its fund of hedge funds investments. ","PE, VC",43712,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
136496,AXA Venture Partners,GP,Private Equity Fund of Funds Manager,France,West Europe,Yes,,Yes - Bespoke investment arm/funds,,"PE, VC",N/A,,,,,,"PE,NR,VC",,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
137609,Gemini Alternative Funds,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
137609,Gemini Alternative Funds,GP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,Consider as part of general strategy,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
144679,HSBC Germany,LP,Private Equity Fund of Funds Manager,Germany,West Europe,Yes,,No,,"PE, PD",N/A,,,,,,"PE, PD",43727,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
144679,HSBC Germany,GP,Private Equity Fund of Funds Manager,Germany,West Europe,Yes,,No,,"PE, PD",N/A,,,,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
149930,Proval Invest,LP,Secondary Fund of Funds Manager,UK,West Europe,No,,No,,PE,N/A,,,,,,PE,43726,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
149930,Proval Invest,GP,Secondary Fund of Funds Manager,UK,West Europe,No,,No,,PE,N/A,,,,https://www.j8capital.com/uploads/2/3/5/3/23530312/j8_-_responsible_investment_statement.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
150825,Bienville Capital Management,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
150825,Bienville Capital Management,GP,Fund of Hedge Funds Manager,US,North America,Unknown,,Unknown,,HF,N/A,,,,,,"PE,NR,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
151147,Langley ehf,LP,Secondary Fund of Funds Manager,UK,West Europe,No,,No,,PE,N/A,,,No,,,"PE, PD",43776,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
151147,Langley ehf,GP,Secondary Fund of Funds Manager,UK,West Europe,No,,No,,PE,N/A,,,,https://castik.lu/responsibility/principles-responsible-investment/,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
153881,Wolf Point Asset Management,LP,Private Equity Fund of Funds Manager,US,North America,No,,No,,"PE, PD, VC",N/A,,,,,,"PE, PD, VC",43726,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
153881,Wolf Point Asset Management,GP,Private Equity Fund of Funds Manager,US,North America,No,,No,,"PE, PD, VC",N/A,,,,,,PE,43726,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
154285,Privium Fund Management,LP,Fund of Hedge Funds Manager,Netherlands,West Europe,No,,No,,HF,N/A,,,,,, HF,43697,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
154285,Privium Fund Management,GP,Fund of Hedge Funds Manager,Netherlands,West Europe,No,,No,,HF,N/A,,,,,,"PE,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
156140,Agasti Holding,LP,Real Estate Fund of Funds Manager,Norway,Nordic,No,,No,,RE,N/A,,,No,,, RE,43724,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
156140,Agasti Holding,GP,Real Estate Fund of Funds Manager,Norway,Nordic,No,,No,,RE,N/A,,,,https://accunia.com/about/our-esg-approach/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
156733,Alternative Capital Advisers,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,No,,, HF,43711,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
156733,Alternative Capital Advisers,GP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
